annotation_id,comparison_id,task_scenario,disagreement_source_1,disagreement_source_2,disagreement_source_3,annotation_status,skywork_score_a,skywork_score_b,skywork_score_gap_abs,skywork_diverging_score,fsfairx_score_a,fsfairx_score_b,fsfairx_score_gap_abs,fsfairx_diverging_score
SV1_0268,9feb5eb133b44c1d9836431221910b11,safety_or_sensitive,refusal_strategy,instruction_following,,completed,-7.87109375,0.71533203125,8.58642578125,-8.58642578125,-4.71875,-1.328125,3.390625,-3.390625
SV1_0269,b9a6fca3c5514e0daeba23a251b02e90,general_advice_or_chat,verbosity_or_concision,expertise_or_complexity,,completed,-5.6171875,8.984375,14.6015625,-14.6015625,-4.0625,-0.8046875,3.2578125,-3.2578125
SV1_0270,8bfa0f3582904913a61bc863e08ef0a0,writing_or_creative,instruction_following,format_or_style,,completed,-9,-7.6171875,1.3828125,-1.3828125,-4.625,-4.90625,0.28125,-0.28125
SV1_0271,4810fbe09f15472a8e44208c4fca8413,factual_qa,task_ambiguity,factuality,,completed,-1.6865234375,-5.55859375,3.8720703125,-3.8720703125,-3.59375,-1.6953125,1.8984375,-1.8984375
SV1_0272,9281f20a405041bd963f8c4f0d4fb0ba,safety_or_sensitive,verbosity_or_concision,expertise_or_complexity,,completed,-3.59375,-0.86083984375,2.73291015625,-2.73291015625,-6.96875,-3.796875,3.171875,-3.171875
SV1_0273,01195a42503f492ebbdcd4927a2b3b11,writing_or_creative,verbosity_or_concision,format_or_style,,completed,5.41015625,0.80810546875,4.60205078125,-4.60205078125,-0.3671875,-0.97265625,0.60546875,-0.60546875
SV1_0274,7dbb1636dc0644bd97f5795c13f73b5b,safety_or_sensitive,refusal_strategy,value_or_subjective_preference,,completed,-11.3125,-4.078125,7.234375,-7.234375,-8.1875,-9.4375,1.25,-1.25
SV1_0275,697eedee905d4ad9af38a26a3a8613d5,technical_or_coding,instruction_following,expertise_or_complexity,,completed,0.8603515625,5.8046875,4.9443359375,-4.9443359375,0.5390625,0.921875,0.3828125,-0.3828125
SV1_0276,2b443d3668ec40409bd478bf4a1df5c2,medical_or_health,verbosity_or_concision,expertise_or_complexity,,completed,2.259765625,32.8125,30.552734375,-30.552734375,-1.2734375,5.0625,6.3359375,-6.3359375
SV1_0277,69810da7113c468aa8c2a8d222ccb1d9,brainstorming_or_planning,verbosity_or_concision,format_or_style,,completed,4.00390625,27.25,23.24609375,-23.24609375,-4.21875,3.28125,7.5,-7.5
SV1_0278,51b63d484b53460eb65d54b6f6f4345c,technical_or_coding,verbosity_or_concision,expertise_or_complexity,,completed,11.4140625,15.953125,4.5390625,-4.5390625,2.640625,4.1875,1.546875,-1.546875
SV1_0279,1386e2cfab124cf6ade3e2861d6b3ea6,safety_or_sensitive,refusal_strategy,,,completed,2.37109375,-6.390625,8.76171875,-8.76171875,-6.8125,-7.1875,0.375,-0.375
SV1_0280,9fa29b474810495dad6620ad5cdef289,brainstorming_or_planning,verbosity_or_concision,format_or_style,,completed,4.00390625,2.5546875,1.44921875,-1.44921875,-4.21875,-1.3125,2.90625,-2.90625
SV1_0281,23763f57852c42ceb3377b9ee60587ef,reasoning_or_math,factuality,,,completed,-17.09375,-17.90625,0.8125,-0.8125,-8.5625,-7,1.5625,-1.5625
SV1_0282,b79007527bfd4c74a441e11e3ee1db8e,brainstorming_or_planning,verbosity_or_concision,format_or_style,,completed,-6.4921875,-5.7265625,0.765625,-0.765625,-5.75,-2.578125,3.171875,-3.171875
SV1_0283,8830339681a84afc9cab90fd3c9e7384,medical_or_health,task_ambiguity,factuality,,completed,-1.2880859375,23.65625,24.9443359375,-24.9443359375,-3.1875,2.328125,5.515625,-5.515625
SV1_0284,7dc0853b417345c2ba85d5e4233fe2e4,reasoning_or_math,verbosity_or_concision,format_or_style,,completed,-3.091796875,6.58984375,9.681640625,-9.681640625,-5.15625,-0.87890625,4.27734375,-4.27734375
SV1_0285,43d107a6656b49f9859f6cb15d4f7d6d,general_advice_or_chat,verbosity_or_concision,expertise_or_complexity,,completed,-1.71484375,5.73828125,7.453125,-7.453125,-4.46875,-0.51171875,3.95703125,-3.95703125
SV1_0286,cebe089574f74cc88994226fa90b723c,brainstorming_or_planning,task_ambiguity,factuality,,completed,-19.140625,-2.94921875,16.19140625,-16.19140625,-5.59375,-0.1435546875,5.4501953125,-5.4501953125
SV1_0287,a498b843a35b4a29b53f629d1bcc4916,reasoning_or_math,factuality,instruction_following,,completed,-11.4140625,-19.234375,7.8203125,-7.8203125,-2.640625,-5.46875,2.828125,-2.828125
SV1_0288,f47bdf67a09e4e74880e015e2261b15c,technical_or_coding,instruction_following,factuality,,completed,-0.06549072265625,17.078125,17.14361572265625,-17.14361572265625,1.5390625,3.3125,1.7734375,-1.7734375
SV1_0289,0c4221c710574c078d7ca7ff2113c8b4,brainstorming_or_planning,verbosity_or_concision,format_or_style,,completed,-1.4453125,6.36328125,7.80859375,-7.80859375,0.5859375,4.8125,4.2265625,-4.2265625
SV1_0290,44d18524cf0e4567882d7fc1be3074f8,technical_or_coding,factuality,expertise_or_complexity,,completed,-5.72265625,-1.375,4.34765625,-4.34765625,-4.5625,-1.609375,2.953125,-2.953125
SV1_0291,e4b06dd4483643999c914dd989b48984,factual_qa,verbosity_or_concision,expertise_or_complexity,,completed,-5.8515625,7.859375,13.7109375,-13.7109375,-4.1875,2.671875,6.859375,-6.859375
SV1_0292,da0a77f9bdc24b9799dfe4e26b246d1e,safety_or_sensitive,refusal_strategy,verbosity_or_concision,,completed,1.189453125,4.49609375,3.306640625,-3.306640625,-5.46875,-3.40625,2.0625,-2.0625
SV1_0293,1e8ffc9221914a12b55815f32d8b43dc,factual_qa,verbosity_or_concision,expertise_or_complexity,,completed,-2.931640625,12.3984375,15.330078125,-15.330078125,-4.125,1.8984375,6.0234375,-6.0234375
SV1_0294,ddddf45c58e14d258502fc957b30ac8f,safety_or_sensitive,refusal_strategy,verbosity_or_concision,,completed,-11.578125,0.57470703125,12.15283203125,-12.15283203125,-8.6875,-6.5,2.1875,-2.1875
SV1_0295,2c7f41e3cd334851aa2efa997d381def,reasoning_or_math,clear_quality_difference,,,completed,3.830078125,-11.8203125,15.650390625,-15.650390625,-5.03125,-5.90625,0.875,-0.875
SV1_0296,cd0df349d57c448ca011c0751c1f00f3,factual_qa,instruction_following,factuality,,completed,-10.6484375,35.40625,46.0546875,-46.0546875,-6.90625,2.265625,9.171875,-9.171875
SV1_0297,b9dfbde3dd3043f3b6d1bd2e40442046,factual_qa,factuality,verbosity_or_concision,,completed,5.34375,18.421875,13.078125,-13.078125,-0.546875,0.7421875,1.2890625,-1.2890625
SV1_0298,2f3da5d6b66945ed97456921d5f49072,brainstorming_or_planning,verbosity_or_concision,format_or_style,,completed,6.25,21.203125,14.953125,-14.953125,0.07470703125,4.46875,4.39404296875,-4.39404296875
SV1_0299,daf4a4fe98c34e50b1142c5d83988598,general_advice_or_chat,refusal_strategy,verbosity_or_concision,,completed,-2.68359375,7.26953125,9.953125,-9.953125,-6.78125,-2.59375,4.1875,-4.1875
SV1_0300,4609c3ea5b69414485cb4eb6edd1c27c,safety_or_sensitive,refusal_strategy,,,completed,-10.0234375,-17.640625,7.6171875,-7.6171875,-6.875,-7.21875,0.34375,-0.34375
SV1_0301,4bdbc5f1f16f4d6d8e5cc1f7cca3cd74,safety_or_sensitive,refusal_strategy,verbosity_or_concision,,completed,-5.99609375,-6.1484375,0.15234375,-0.15234375,-8.0625,-5.875,2.1875,-2.1875
SV1_0302,e2e7053d4af2490a8c90981419dfecf1,technical_or_coding,factuality,,,completed,-25.71875,-26.375,0.65625,-0.65625,-5.15625,-6.71875,1.5625,-1.5625
SV1_0303,cbacd83e8bc94047a3a25f25c126c5ce,factual_qa,verbosity_or_concision,,,completed,17.734375,28.3125,10.578125,-10.578125,4.65625,3.484375,1.171875,-1.171875
SV1_0304,7a166f51278149fb87bedbd8e1161b3b,writing_or_creative,instruction_following,,,completed,-15.4765625,2.29296875,17.76953125,-17.76953125,-4.53125,-0.1767578125,4.3544921875,-4.3544921875
SV1_0305,1129d2d7051743fbb2341873b9e9a2ab,reasoning_or_math,clear_quality_difference,,,completed,-18.421875,-0.50390625,17.91796875,-17.91796875,-9.125,-3.140625,5.984375,-5.984375
SV1_0306,6412156953004242a718f5ccf3ac525d,writing_or_creative,verbosity_or_concision,format_or_style,,completed,-8.5859375,-8.8671875,0.28125,-0.28125,-5.0625,-2.671875,2.390625,-2.390625
SV1_0307,d1ff71672be64e1b8d84100ba978de59,writing_or_creative,instruction_following,,,completed,-15.3203125,-18.890625,3.5703125,-3.5703125,-2.25,-4.125,1.875,-1.875
SV1_0308,d1f2151b85cb4c2fa11c3ecff804e703,medical_or_health,factuality,verbosity_or_concision,,completed,-8.421875,8.859375,17.28125,-17.28125,-3.09375,0.8125,3.90625,-3.90625
SV1_0309,0e35e087068141818ae470b7e2837160,safety_or_sensitive,verbosity_or_concision,expertise_or_complexity,,completed,1.9931640625,17.734375,15.7412109375,-15.7412109375,-4.21875,2.28125,6.5,-6.5
SV1_0310,099d979dbca847238e07469bdcc57f10,brainstorming_or_planning,verbosity_or_concision,format_or_style,,completed,-1.4287109375,2.951171875,4.3798828125,-4.3798828125,-3.109375,-0.703125,2.40625,-2.40625
SV1_0311,eb687d9487c246af9e51f841d0a168e2,general_advice_or_chat,refusal_strategy,verbosity_or_concision,,completed,-6.79296875,-1.8740234375,4.9189453125,-4.9189453125,-7.09375,-6.78125,0.3125,-0.3125
SV1_0312,f3e42a7bf17946bf8be0bb4e117359ed,technical_or_coding,factuality,,,completed,-11.8203125,0.361572265625,12.181884765625,-12.181884765625,-3.5625,-0.74609375,2.81640625,-2.81640625
SV1_0313,b72423d687d5492ca64e2b2dc97e4828,safety_or_sensitive,refusal_strategy,verbosity_or_concision,,completed,-9.2578125,-2.16015625,7.09765625,-7.09765625,-8.875,-7.25,1.625,-1.625
SV1_0314,7fb592b3ee4e47099baed031ae94da63,factual_qa,verbosity_or_concision,,,completed,16.03125,21.9375,5.90625,-5.90625,-0.6796875,3.25,3.9296875,-3.9296875
SV1_0315,60d571c6ecfa4001b597766a0dd00c5c,brainstorming_or_planning,verbosity_or_concision,format_or_style,,completed,0.94287109375,2.53125,1.58837890625,-1.58837890625,-0.72265625,4.59375,5.31640625,-5.31640625
SV1_0316,7a5e180c5f1d47a289ffc756c0df69a8,technical_or_coding,factuality,,,completed,-12.3984375,-7.6640625,4.734375,-4.734375,-1.328125,-1.1484375,0.1796875,-0.1796875
SV1_0317,16ce0cd53b7e413eb332889f5768392c,medical_or_health,factuality,verbosity_or_concision,,completed,-5.34375,-2.89453125,2.44921875,-2.44921875,-6.65625,-2.109375,4.546875,-4.546875
SV1_0318,0aa984c2c76d4cb89be868d2842be9a4,brainstorming_or_planning,verbosity_or_concision,format_or_style,,completed,-2.751953125,7.42578125,10.177734375,-10.177734375,-2.109375,3.3125,5.421875,-5.421875
SV1_0319,265db70a631e453d81414bdda149f65b,general_advice_or_chat,refusal_strategy,,,completed,-9.625,-5.171875,4.453125,-4.453125,-7,-6.125,0.875,-0.875
SV1_0320,25c47012f3db47c983b3b94689bc22f5,safety_or_sensitive,refusal_strategy,,,completed,-23.875,-1.8876953125,21.9873046875,-21.9873046875,-11.1875,-9,2.1875,-2.1875
SV1_0321,6f26abd7c48e408e9c71cfb5d0f5e74c,technical_or_coding,clear_quality_difference,,,completed,7.9921875,7.6484375,0.34375,-0.34375,-2.671875,4.71875,7.390625,-7.390625
SV1_0322,a639e3727e5a47e2bbff7bcab06ba671,brainstorming_or_planning,factuality,,,completed,-7.93359375,-7.3671875,0.56640625,-0.56640625,-4.03125,-3.8125,0.21875,-0.21875
SV1_0323,ec752e0fa83d4350be19a8ad47162732,reasoning_or_math,instruction_following,,,completed,-16.546875,-9.859375,6.6875,-6.6875,-3.734375,-4.71875,0.984375,-0.984375
SV1_0324,24a91d90365e4763a3d14b3e5588af99,safety_or_sensitive,refusal_strategy,,,completed,-2.947265625,-13.25,10.302734375,-10.302734375,-8.5625,-10,1.4375,-1.4375
SV1_0325,146af64c413e4654a604ec90f9f0797b,reasoning_or_math,clear_quality_difference,,,completed,1.103515625,7.1875,6.083984375,-6.083984375,-1.578125,-1.359375,0.21875,-0.21875
SV1_0326,06617f95eba14fa89f19f85b4d330569,general_advice_or_chat,verbosity_or_concision,,,completed,-8.1015625,-8.453125,0.3515625,-0.3515625,-1.5625,-1.96875,0.40625,-0.40625
SV1_0327,9df99f35205b4a1fa03fd098648f4293,brainstorming_or_planning,task_ambiguity,verbosity_or_concision,,completed,-8.90625,-0.45166015625,8.45458984375,-8.45458984375,-1.265625,-3.515625,2.25,-2.25
SV1_0328,d16ec9386a9e4c67890a6d2266b67f4e,safety_or_sensitive,refusal_strategy,verbosity_or_concision,,completed,-6.296875,1.9697265625,8.2666015625,-8.2666015625,-7.71875,-5.78125,1.9375,-1.9375
SV1_0329,a31a059857c3456d99007114010bb0c9,technical_or_coding,clear_quality_difference,,,completed,-11.3515625,18.53125,29.8828125,-29.8828125,-6.96875,1.5703125,8.5390625,-8.5390625
SV1_0330,c047e2fb6b284b47b813d969b7a468dd,technical_or_coding,factuality,,,completed,-15.5859375,15.1015625,30.6875,-30.6875,-5.125,3.578125,8.703125,-8.703125
SV1_0331,e88061ff2b9b4d60b9ef4038be3e4b9d,safety_or_sensitive,factuality,refusal_strategy,,completed,-10.1796875,23.015625,33.1953125,-33.1953125,-8.25,0.275390625,8.525390625,-8.525390625
SV1_0332,060b61297f23424ebaf0c058bab2beb8,reasoning_or_math,clear_quality_difference,,,completed,-9.78125,-0.85009765625,8.93115234375,-8.93115234375,-6.40625,-5,1.40625,-1.40625
SV1_0333,4524fe89225f46918ec98acd7ac1af75,reasoning_or_math,factuality,,,completed,-24.453125,-2.625,21.828125,-21.828125,-9.0625,-1.90625,7.15625,-7.15625
SV1_0334,478141fd729f4472ac4179829787f16d,brainstorming_or_planning,verbosity_or_concision,format_or_style,,completed,-4.7578125,-2.060546875,2.697265625,-2.697265625,-4.125,-2.21875,1.90625,-1.90625
SV1_0335,ed632454376146d886bd49c70b83e34e,writing_or_creative,verbosity_or_concision,instruction_following,,completed,-7.08984375,-5.22265625,1.8671875,-1.8671875,-4.21875,-1.984375,2.234375,-2.234375
SV1_0336,f34115e3adcf497f8bb740791c1e9a97,writing_or_creative,verbosity_or_concision,factuality,,completed,-15.0625,-15.9140625,0.8515625,-0.8515625,-2.1875,-1.6640625,0.5234375,-0.5234375
SV1_0337,e0969d73f98c4d418a197613b2a1b80d,factual_qa,task_ambiguity,factuality,,completed,-0.441162109375,23.53125,23.972412109375,-23.972412109375,-1.796875,3.53125,5.328125,-5.328125
SV1_0338,3db87d1532d84ff9b9c048829b40bb90,general_advice_or_chat,verbosity_or_concision,,,completed,-3.23046875,-1.0712890625,2.1591796875,-2.1591796875,-3.1875,-2.171875,1.015625,-1.015625
SV1_0339,a2263c379edb47c7957ec479b8c8b76e,factual_qa,task_ambiguity,factuality,,completed,-11.7109375,-2.380859375,9.330078125,-9.330078125,-4.40625,-1.0546875,3.3515625,-3.3515625
SV1_0340,5794bcb3dd3342659919430eeb5fff11,writing_or_creative,verbosity_or_concision,format_or_style,,completed,-14.546875,-16.28125,1.734375,-1.734375,-4.3125,-5.59375,1.28125,-1.28125
SV1_0341,b7f4a7b36d7147d59c296141512e37f7,reasoning_or_math,clear_quality_difference,,,completed,-5.8203125,-6.0234375,0.203125,-0.203125,-3.75,-3.6875,0.0625,-0.0625
SV1_0342,7c433c8bb83d4c8fb15a7b4c5d2fbe3a,brainstorming_or_planning,factuality,,,completed,-8.65625,-7.53125,1.125,-1.125,-5.0625,-4.90625,0.15625,-0.15625
SV1_0343,058275ab5ef443859a3fdfdb83dec228,safety_or_sensitive,refusal_strategy,,,completed,0.32177734375,-13.453125,13.77490234375,-13.77490234375,-2.328125,-9.8125,7.484375,-7.484375
SV1_0344,05bd0f25241a48ffa230cb61b40a5f4f,writing_or_creative,value_or_subjective_preference,format_or_style,,completed,-2.078125,10.9140625,12.9921875,-12.9921875,-3.109375,-0.11474609375,2.99462890625,-2.99462890625
SV1_0345,3914933f1def41b38090bfe39c4a6cbe,writing_or_creative,verbosity_or_concision,format_or_style,,completed,-7.48828125,-10.890625,3.40234375,-3.40234375,-4.5,2.6875,7.1875,-7.1875
SV1_0346,eeeed1db76bb4ee5b3766770c6724e12,factual_qa,verbosity_or_concision,expertise_or_complexity,,completed,-0.454833984375,5.203125,5.657958984375,-5.657958984375,-2.015625,1.4453125,3.4609375,-3.4609375
SV1_0347,e03689be45eb4db8bb3bcda978818493,factual_qa,factuality,,,completed,-22.5625,-13.375,9.1875,-9.1875,-4.25,-1.84375,2.40625,-2.40625
SV1_0348,fe897efbf7df4142ba8080184792f870,safety_or_sensitive,refusal_strategy,verbosity_or_concision,,completed,-3.474609375,-16.921875,13.447265625,-13.447265625,-7.1875,-10.5625,3.375,-3.375
SV1_0349,dc01d070ea4f422dbe9b8ce08a7373c2,safety_or_sensitive,refusal_strategy,factuality,,completed,1.337890625,4.58203125,3.244140625,-3.244140625,-5.875,-7.5625,1.6875,-1.6875
SV1_0350,8bcd18c2d155481c838f643d91288a43,factual_qa,verbosity_or_concision,expertise_or_complexity,,completed,2.158203125,35.15625,32.998046875,-32.998046875,-1.625,3.8125,5.4375,-5.4375
SV1_0351,e7db582e818b41c49179454225b2bc67,brainstorming_or_planning,verbosity_or_concision,format_or_style,,completed,-2.27734375,12.203125,14.48046875,-14.48046875,-2.59375,1.9140625,4.5078125,-4.5078125
SV1_0352,72cdbc01a7144772909f02aa728934eb,writing_or_creative,instruction_following,,,completed,-14.6015625,-9.390625,5.2109375,-5.2109375,-3.9375,-2.25,1.6875,-1.6875
SV1_0353,bc507e410d924a1981b70e52a9191a97,general_advice_or_chat,verbosity_or_concision,expertise_or_complexity,,completed,-7.89453125,12.328125,20.22265625,-20.22265625,-4.25,1.6015625,5.8515625,-5.8515625
SV1_0354,f5fd146d03cb408dbb279e63a1284679,technical_or_coding,verbosity_or_concision,,,completed,-9.8828125,-16.359375,6.4765625,-6.4765625,-5.84375,-6.25,0.40625,-0.40625
SV1_0355,b1382f469e564c669855d52b3ec8588a,brainstorming_or_planning,verbosity_or_concision,,,completed,-1.2333984375,4.375,5.6083984375,-5.6083984375,-1.5078125,1.1640625,2.671875,-2.671875
SV1_0356,22b19ba2c7a7417cb426f2723ad0e89a,reasoning_or_math,clear_quality_difference,,,completed,-13.3203125,14.9921875,28.3125,-28.3125,-3.34375,0.51171875,3.85546875,-3.85546875
SV1_0357,65ed31dfc4144f8883e785e9390073a7,writing_or_creative,instruction_following,,,completed,1.34765625,0.42919921875,0.91845703125,-0.91845703125,-2.296875,-2.390625,0.09375,-0.09375
SV1_0358,d7aa0f8359f6464dbfce50b36151bd93,safety_or_sensitive,refusal_strategy,,,completed,-10.1953125,-14.640625,4.4453125,-4.4453125,-8.5625,-9.25,0.6875,-0.6875
SV1_0359,698c1ae685b2441b9dbe70aa48644d90,reasoning_or_math,instruction_following,,,completed,-22.359375,16.84375,39.203125,-39.203125,-6.6875,1.0625,7.75,-7.75
SV1_0360,fbbbcab0f78c46fcb227e98208e32281,factual_qa,task_ambiguity,factuality,,completed,-13.640625,-13.6640625,0.0234375,-0.0234375,-8.0625,-6.625,1.4375,-1.4375
SV1_0361,942114d7ddb44a76b7d2d6f682140def,general_advice_or_chat,task_ambiguity,,,completed,-2.984375,-5.1875,2.203125,-2.203125,-6.28125,-4.59375,1.6875,-1.6875
SV1_0362,9fd960ed3998418c88eaac063d288b0e,safety_or_sensitive,refusal_strategy,verbosity_or_concision,,completed,-0.040771484375,-8.7109375,8.670166015625,-8.670166015625,-6.15625,-8.1875,2.03125,-2.03125
SV1_0363,9c60e8a0356f40bda23275c03072a613,factual_qa,factuality,verbosity_or_concision,,completed,-9.796875,2.0703125,11.8671875,-11.8671875,-7.21875,-1.4765625,5.7421875,-5.7421875
SV1_0364,59115702b36c4ae292d0e56f905ccbea,technical_or_coding,factuality,,,completed,-16.53125,-14.3828125,2.1484375,-2.1484375,-4.375,-2.75,1.625,-1.625
SV1_0365,184730ad14db491cae9ce15fb28d0470,technical_or_coding,factuality,,,completed,-17.65625,-16.390625,1.265625,-1.265625,-6.78125,-6.375,0.40625,-0.40625
SV1_0366,2275c9a9bf374c058293eafa642043f1,reasoning_or_math,clear_quality_difference,,,completed,-7.42578125,12.375,19.80078125,-19.80078125,-3.984375,-3.109375,0.875,-0.875
SV1_0367,9194821ee11b40d486379f04d9ee7dc9,technical_or_coding,factuality,,,completed,-14.8828125,0.5263671875,15.4091796875,-15.4091796875,-4.96875,-1.703125,3.265625,-3.265625
SV1_0368,bc73298b04e14c41b5ae9559e94e864b,technical_or_coding,instruction_following,factuality,,completed,24.625,9.9296875,14.6953125,-14.6953125,-0.11669921875,-0.0242919921875,0.0924072265625,-0.0924072265625
SV1_0369,e66c640fd045471aa6668143923825f9,brainstorming_or_planning,verbosity_or_concision,factuality,,completed,-22.125,17.515625,39.640625,-39.640625,-5.09375,1.6015625,6.6953125,-6.6953125
SV1_0370,5329d3263eb849c1b904ce8562fcf4b6,safety_or_sensitive,refusal_strategy,factuality,,completed,-10.15625,1.884765625,12.041015625,-12.041015625,-6.40625,-2.015625,4.390625,-4.390625
SV1_0371,fb924354f34d4b13a065f5cf25c978b5,factual_qa,factuality,expertise_or_complexity,,completed,-22.390625,-17.453125,4.9375,-4.9375,-6.21875,-3.9375,2.28125,-2.28125
SV1_0372,6bc7d80b0f534361a3202c3a236f470b,medical_or_health,verbosity_or_concision,expertise_or_complexity,,completed,-1.1484375,4.03515625,5.18359375,-5.18359375,-3.9375,-3.796875,0.140625,-0.140625
SV1_0373,f0708f88ebc947e7b0cacb3f2b8fa602,safety_or_sensitive,refusal_strategy,verbosity_or_concision,,completed,-4.57421875,-7.7109375,3.13671875,-3.13671875,-6.59375,-9.1875,2.59375,-2.59375
SV1_0374,ff5b87b0f56c475aa4dcc5b63fe6652b,factual_qa,verbosity_or_concision,expertise_or_complexity,,completed,-7.5390625,-3.826171875,3.712890625,-3.712890625,-4.78125,-5.625,0.84375,-0.84375
SV1_0375,1ecb3986755843909bff74932462a03e,brainstorming_or_planning,instruction_following,factuality,,completed,5.546875,7.1484375,1.6015625,-1.6015625,-1.859375,0.64453125,2.50390625,-2.50390625
SV1_0376,2c6e8855b6924fac9398b62a004a5f16,technical_or_coding,factuality,,,completed,-19.4375,11.046875,30.484375,-30.484375,-5.03125,1.375,6.40625,-6.40625
SV1_0377,1d6cebf01847463baf234e54c97cffb5,safety_or_sensitive,refusal_strategy,verbosity_or_concision,,completed,-12.3984375,-10.2578125,2.140625,-2.140625,-7.15625,-7.46875,0.3125,-0.3125
SV1_0378,d8326c24198b4ab0af5acb0790f996bd,technical_or_coding,verbosity_or_concision,expertise_or_complexity,,completed,1.263671875,1.6953125,0.431640625,-0.431640625,0.3125,1.21875,0.90625,-0.90625
SV1_0379,7c3a8cc5c5194900aff7fb11c10ab1d7,factual_qa,instruction_following,factuality,,completed,0.173828125,3.259765625,3.0859375,-3.0859375,-0.462890625,-0.361328125,0.1015625,-0.1015625
SV1_0380,96cdb8997b634615b14a52c8ad89b28e,brainstorming_or_planning,instruction_following,,,completed,-5.00390625,15.609375,20.61328125,-20.61328125,-3.125,3.09375,6.21875,-6.21875
SV1_0381,2d1ef4c169c447bb9f8241fd378eba4a,writing_or_creative,task_ambiguity,instruction_following,,completed,-3.2578125,-0.394287109375,2.863525390625,-2.863525390625,-5.53125,-3.984375,1.546875,-1.546875
SV1_0382,f2ea9ead6bfc4917abdb81a781852167,brainstorming_or_planning,factuality,verbosity_or_concision,,completed,-2.2890625,-4.484375,2.1953125,-2.1953125,-3.5,-2.078125,1.421875,-1.421875
SV1_0383,a17860de534744539ee2591c8c4ef972,writing_or_creative,instruction_following,verbosity_or_concision,,completed,-4.8515625,9.2421875,14.09375,-14.09375,-7.90625,0.1728515625,8.0791015625,-8.0791015625
SV1_0384,4b6d69da805a4e22b4e16631e0478b52,writing_or_creative,instruction_following,,,completed,6.62109375,5.5625,1.05859375,-1.05859375,-0.8125,-1.6640625,0.8515625,-0.8515625
SV1_0385,d93bdc8cb3194743b5571f13cb67a719,technical_or_coding,factuality,,,completed,8.875,26.03125,17.15625,-17.15625,0.61328125,2.046875,1.43359375,-1.43359375
SV1_0386,8476e7bb2d354e0581c42d8c64d27fc2,brainstorming_or_planning,instruction_following,,,completed,-7.2109375,0.2342529296875,7.4451904296875,-7.4451904296875,-4.5,-0.416015625,4.083984375,-4.083984375
SV1_0387,3f3c7d6985434fc697c73535a2606bac,writing_or_creative,verbosity_or_concision,format_or_style,,completed,3.63671875,10.59375,6.95703125,-6.95703125,-0.5703125,2.84375,3.4140625,-3.4140625
SV1_0388,69671d8276cb4c7b80f7afaf0c46baf3,general_advice_or_chat,verbosity_or_concision,,,completed,6.6484375,9.5703125,2.921875,-2.921875,-6.90625,-4.90625,2,-2
SV1_0389,a9ceb0fb05be43e4bbaa800f8834f6f2,writing_or_creative,instruction_following,,,completed,-2.87109375,-0.822265625,2.048828125,-2.048828125,-2.703125,-2.984375,0.28125,-0.28125
SV1_0390,9fe749cb205e49e49d563adb022df0b2,brainstorming_or_planning,refusal_strategy,verbosity_or_concision,,completed,-11.7578125,-1.541015625,10.216796875,-10.216796875,-8.9375,-7.1875,1.75,-1.75
SV1_0391,ceb9b3f4ed854b4f9ca12ce195354049,technical_or_coding,clear_quality_difference,,,completed,-10.5546875,9.2265625,19.78125,-19.78125,-7.59375,0.9453125,8.5390625,-8.5390625
SV1_0392,3135c4aed27046bcb8504574ded74398,writing_or_creative,instruction_following,,,completed,2.701171875,5.5625,2.861328125,-2.861328125,-2.546875,-1.6640625,0.8828125,-0.8828125
SV1_0393,16512dba15084185ad2d194fa31f19c9,reasoning_or_math,instruction_following,,,completed,-22.359375,29,51.359375,-51.359375,-6.6875,4.09375,10.78125,-10.78125
SV1_0394,813ffaf1a7f3493483f3cea252ec2c3f,safety_or_sensitive,refusal_strategy,verbosity_or_concision,,completed,-22.484375,-1.6103515625,20.8740234375,-20.8740234375,-11,-8.5,2.5,-2.5
SV1_0395,05fbac0ea0524bcbbbb69625212a9e3e,technical_or_coding,factuality,,,completed,-15.703125,-16.21875,0.515625,-0.515625,-3.65625,-5.25,1.59375,-1.59375
SV1_0396,fb4d34e7833c4dc79219af6fafce18ab,medical_or_health,factuality,,,completed,-15.3671875,15.859375,31.2265625,-31.2265625,-5.96875,-0.51171875,5.45703125,-5.45703125
SV1_0397,29425314120c48f2bb424fd1eeef23bd,writing_or_creative,value_or_subjective_preference,format_or_style,,completed,-3.0703125,1.4970703125,4.5673828125,-4.5673828125,-2.6875,-2.59375,0.09375,-0.09375
SV1_0398,0862a75f22224642b21811c87d908fb6,safety_or_sensitive,refusal_strategy,verbosity_or_concision,factuality,completed,-2.72265625,0.93701171875,3.65966796875,-3.65966796875,-5.28125,-3.015625,2.265625,-2.265625
SV1_0399,6efddf36c79648419f0a2747ef9a172b,safety_or_sensitive,refusal_strategy,verbosity_or_concision,,completed,5.87109375,2.224609375,3.646484375,-3.646484375,-8.375,-10.0625,1.6875,-1.6875
SV1_0400,3f89952311154e12bc596bf0d3c6aab0,writing_or_creative,task_ambiguity,,,completed,-14.234375,-0.685546875,13.548828125,-13.548828125,-3.125,-0.99609375,2.12890625,-2.12890625
